news,fakeness
"Today?s campaigns in Rajasthan gave me a glimpse of the anger among people against the Congress misrule. 

Loans of? https://t.co/I9rGmkfWgS",1
An ex- gratia of Rs 2 lakh each for the next of kin of those who passed away has been approved from the PM?s Nation? https://t.co/ijuiayEpJi,1
"Saddened by the loss of lives due to the stampede at a temple in Thuraiyur, Trichy. My condolences to the families? https://t.co/SRFJPQsITM",1
My second rally of the day in Rajasthan. Watch from Barmer. https://t.co/usUzqge1se,1
"Real empowerment is incomplete without human dignity. 

Over the last five years, we have enhanced the dignity of s? https://t.co/UvncbiBdhl",1
"Coming back to Patan brings back many memories. 

I have grown up in this great land and this soil has given me ble? https://t.co/Ym17nkJteE",1
"Addressed a massive rally in Patan. Gujarat has decided to give BJP a similar mandate as they did in 2014! 

Talked? https://t.co/TWpPNLaEc0",1
"In the land of courage, the historical Chittorgarh. Watch my speech. https://t.co/FRYKfyWLnR",1
Strongly condemn the horrific blasts in Sri Lanka. There is no place for such barbarism in our region. India stands? https://t.co/RB2dTddlGq,1
Read this insightful interview of BJP President Shri @AmitShah with @IndianExpress https://t.co/bVsYQ9AVkY,1
"As always, Patan has shown great affection. Watch my speech. https://t.co/UgoPyhSJA9",1
"Today, we pay tributes to the great Sardar Patel whose outstanding role in the making of our present day civil serv? https://t.co/eJy8llxnVf",1
"Today, on Civil Services Day my greetings to all civil servants who are serving the nation with utmost diligence in? https://t.co/lJb67qhaCh",1
"In West Bengal, Bihar and Uttar Pradesh, people want a Government that works for development and protects our natio? https://t.co/6Pf85aLwUW",1
"Heading westwards today. Will join rallies in Patan (Gujarat), Chittorgarh and Barmer (Rajasthan). 

Gujarat and Ra? https://t.co/AjKKf41q7W",1
Greetings on Easter! The sacred thoughts of Lord Jesus Christ inspire millions. He emphasised on making our society? https://t.co/pZRwqTKqWC,1
"Campaigned in Etah, Uttar Pradesh. 

I remember coming here during the 2014 campaign as well and that time, the cro? https://t.co/iF3DY0Fx61",1
"Dear citizens,

Is removing terrorism more important or removing Modi?

Is removing poverty more important or remov? https://t.co/fPTyyX7W7M",1
"Sharing some images from the rally in Aonla. 

SP, BSP and Congress know that the first two phases have not gone as? https://t.co/iLKuq9oqd5",1
Addressing another massive campaign rally in Uttar Pradesh. Watch. https://t.co/OoQLH1SQZV,1
Mahamilawat is rattled. Their defeat is certain. UP supports BJP. Speaking at a rally in Etah. https://t.co/YWRqXPBNoj,1
"The Congress and their Mahamilawat friends have an evil design to deny the rights of reservation to SC, ST and OBC? https://t.co/mQ6CQNIptt",1
"Euphoria in Araria! 

Seeing these photos, does anyone doubt which alliance Bihar wants? https://t.co/qWTudsLivt",1
The reports of the first two phases of polling have unnerved Speed Breaker Didi so much that the TMC cadre has take? https://t.co/oA2XV7xrwQ,1
"These images from West Bengal?s Buniadpur indicate the strong desire for change across the state. 

Buniadpur, a bl? https://t.co/1bA2nxBDPz",1
"Saddened by the demise of veteran IAS officer and former Chief Secretary of Gujarat, Shri HK Khan. 

Known for outs? https://t.co/iCzIAwFBvu",1
"Want to see the direction of the wind this election? Come here to Araria, Bihar... https://t.co/53AsbSFU7m",1
Bullying of TMC won't prevent a massive defeat for that party. Bengal is with BJP. Watch from Buniadpur. https://t.co/rDz4D6AMnV,1
"BJP is not a party that exists merely for winning elections.

We are here to serve the people of India and build a? https://t.co/6otPUG0SVu",1
"Polling so far has been peaceful across India except for West Bengal, where the ruling party in the state has becom? https://t.co/xGg6xcMJcn",1
"Looking forward to interacting with the people of West Bengal, Bihar and Uttar Pradesh.

I would be addressing rall? https://t.co/KiMSlVluYo",1
"Greetings to Andhra Pradesh CM, @ncbn Garu on his birthday. Praying for his long and healthy life.",1
"Empowering India, transforming lives.

Here is a glimpse of the work we have done in the last five years, every sin? https://t.co/9M23zc4OkG",1
Our track record manifests how we have waged a successful war against Inspector Raj. Traders have benefitted due to? https://t.co/d5egYh8ypS,1
"If there is one trait one associates with small businesspersons, it is rigour and hardwork. 

It is this hardwork t? https://t.co/dMC8FXuItS",1
"Had an extensive interaction with trader friends from across India.
For decades, Congress gave the nation License R? https://t.co/10ma0lDYoD",1
You will enjoy this interview of mine with @TimesNow. Watch. #PMModiOnTimesNow https://t.co/YepqDTKBeM,1
"Watch my interview with @TimesNow at 9 this evening. 

Have shared my thoughts on a wide range of contemporary issu? https://t.co/EhlmomenqM",1
Happy to have campaigned in Thiruvananthapuram last evening. BJP?s support base in this city has been rising over t? https://t.co/GVEwTRZLqW,1
"Today we remember the sacrifice of Lord Jesus Christ. His life, rich ideals and exemplary courage are a source of s? https://t.co/Wj6Wsj970x",1
It?s no longer LDF or UDF for Kerala. BJP is people?s choice. Watch from Thiruvananthapuram. https://t.co/hdrWhVHvmv,1
"Dear First Time Voters,

This is what makes my resolve of building a New India even more stronger! https://t.co/XcEuv19b3k",1
"2014 was a mandate for hope and aspiration. 

2019 is about confidence and acceleration. 

Read my interview to? https://t.co/3rta2CLjUW",1
"RT @timesofindia: 'If there is someone at the centre of these elections, it is the 130 crore people of India'

Here's what PM @narendramodi?",1
"RT @timesofindia: In his interview to TOI, PM @narendramodi says he is confident of a massive mandate in #LokSabhaElections2019 

Read the?",1
The large audience at my rallies across Karnataka are making Congress and JD(S) nervous. On 23rd May they will get? https://t.co/Tc7FQZbLm7,1
The Honourable Chief Minister of Karnataka says talking about the valour of our armed forces makes his vote-bank un? https://t.co/WZJtrtSEkJ,1
"Tricks from the Congress playbook:

Call for two Prime Ministers, one for Kashmir and the other for the rest of Ind? https://t.co/IHch4fQ5KK",1
"Congress and JD(S) coalition has all the ingredients of drama.

There are recurring doses of emotion, conspiracy an? https://t.co/g2jCkXCVXW",1
"It makes every Indian proud that our nation is home to the world's largest statue.

Tourists from all over are comi? https://t.co/3XIZxW9vPz",1
"The affection I received from the people of Amreli will remain etched in my memory. At the rally today, highlighted? https://t.co/u46vv40FiY",1
Hello Karnataka! Campaigning in Bagalkot. Sharing my speech. https://t.co/RsnebfeXrI,1
Thank you for the affection Amreli! Here is my speech at the rally. https://t.co/c65jg4q5Qt,1
"Dear Citizens of India,

Phase 2 of the Lok Sabha polls start today. I am sure all those whose seats are polling to? https://t.co/MiDlKA0AZR",1
It is always a delight to be in Surendranagar. This is a land of bravery and is home to exceptionally talented citi? https://t.co/EABsYA5vhn,1
"Himmatnagar and Sabarkantha have an old relation with our party. When the Jana Sangh was still growing, this part o? https://t.co/6eI6lJ9rfG",1
NDA is committed to the welfare of the hardworking sugarcane farmers. https://t.co/hn8dMGhxGX,1
"A seasoned leader like Sharad Pawar Saheb is now abusing my family. 

Clearly, he has taken lessons from The Dynast? https://t.co/A4YZI8Oe4i",1
"The culture of Governance has changed over the last five years. 

Corruption and middlemen are history. 

Not surpr? https://t.co/ceKEyqDGYP",1
"Those sitting in AC rooms and predicting poll outcomes should come to Madha. 

It?s a clear wave for the BJP-Shiv S? https://t.co/bzThbSvQmT",1
"My third rally in Gujarat, this one from Anand. Great vibrancy here. Watch. https://t.co/x087qNSNyu",1
People of Surendranagar have always blessed BJP. Watch my speech. https://t.co/5LHlEbDNsl,1
Speaking at a rally in Himmatnagar in Gujarat. Watch. https://t.co/YFXiihU4xG,1
We stand in solidarity with all those affected due to unseasonal rainfall and storms in various parts of the countr? https://t.co/ZzltYbInnr,1
"Campaigning in Madha, Maharashtra. Watch my speech. https://t.co/6CBEIwrrLs",1
"RT @PMOIndia: An ex- gratia of Rs 2 lakh each for the next of kin of those who lost their lives due to unseasonal rain &amp; storms in MP, Raja?",1
"RT @PMOIndia: PM @narendramodi has expressed grief at the loss of lives due to unseasonal rains and storms in MP, Rajasthan, Manipur &amp; vari?",1
Anguished by the loss of lives due to unseasonal rains and storms in various parts of Gujarat. My thoughts are with? https://t.co/P8SHaRrU3C,1
Greetings on the auspicious occasion of Mahavir Jayanti. Bhagwan Mahavir is a shining beacon of a tradition whose e? https://t.co/WDSyzSrhfh,1
"Congress lacked guts to retaliate when a terror attack took place so they invented a bogey of Hindu Terror! 

A tra? https://t.co/ZExEK8rJEX",1
"At the grand rally in Bhubaneswar, talked about BJP?s vision for Odisha in agriculture, water resources and infrast? https://t.co/UsUrRmoWWK",1
"I thank my sisters and brothers of Bhubaneswar who joined the roadshow in large numbers. 

The enthusiasm is reflec? https://t.co/aDEtDrHxNB",1
"After a huge roadshow, addressing a massive rally in Bhubaneswar. Watch. https://t.co/WIckN2rgld",1
"Campaigned in Korba and Bhatapara, Chhattisgarh. 

Ever since Congress came to power in the state, Maoists are gett? https://t.co/PBRVjpBY5O",1
Another rally in Chhattisgarh. Watch from Bhatapara. https://t.co/JG1c2wobBx,1
Congress has disappointed Chhattisgarh. The state will bless BJP again this time. Watch from Korba. https://t.co/b4MFIUVL1A,1
"Spoke to @NewIndianXpress on Corruption-Free Governance, our prospects in upcoming elections, our vision for the fu? https://t.co/n7IUnGM1xT",1
"Like the rest of Odisha, BJP is gaining momentum in Sambalpur. Watch my speech. https://t.co/TV7OtGCUKk",1
Watch my interview to @DDNewsLive &amp; @rajyasabhatv on a wide range of issues. https://t.co/psCu7BlUsr,1
"Thank you @iKabirBedi for the unequivocal support! 

Your wishes give me great strength. 

I assure you I would wor? https://t.co/GxvlatuykA",1
"Thank you @imjadeja! 

And, congratulations on being selected for the Indian cricket team for the 2019 World Cup. M? https://t.co/HVKhVWfz5P",1
"I like the passion with which you urge people to vote. Such energy strengthens our democratic traditions. 

Whateve? https://t.co/vLzXcTsWdy",1
"Do watch my interview with @DDNewsLive and @rajyasabhatv at 9 PM tonight. 

Have spoken on a wide range of issues c? https://t.co/qzpKkdih8B",1
Best wishes on Vishu! Have a wonderful year ahead. https://t.co/Vb8lzGlXUO,1
Greetings on Bohag Bihu! May this special day further the spirit of happiness in our society. https://t.co/SUZuTYhOri,1
"Shubho Nabo Barsho! 

I pray that the year ahead is filled with joy. 

May everyone be blessed with good health. https://t.co/w1kUtX1WPS",1
"Pictures from the Aligarh rally earlier today. 

It is BJP all the way! https://t.co/F6n7941kIp",1
"I want to clearly tell JKNC and PDP leaders:

Jammu and Kashmir is tired of your self-seeking politics. 

Kashmir i? https://t.co/3ZEFmYGmwS",1
"Such is the pressure of The Dynasty that every Congress leader succumbs. 

Otherwise, what else explains Captain Am? https://t.co/E96frP2x8Q",1
"Kathua?s mood is clear - BJP is seen as the only party that can bring development and ensure security. 

People in? https://t.co/2y3k8OS2rX",1
"A grateful nation salutes the architect of our Constitution, a stalwart whose struggles inspire countless youngster? https://t.co/JhJI85Wa1O",1
Campaigning in UP continues. Speaking in Moradabad. Watch. https://t.co/U9ngBq7rms,1
Thank you Aligarh for showing such strong support. Addressing a rally. Watch. https://t.co/EWOy200fUZ,1
Only BJP can effectively serve Jammu and Kashmir. Watch from Kathua. https://t.co/ZnEfGjmnQm,1
"Another day, another set of rallies and the great opportunity of interacting with my fellow Indians...

Will join r? https://t.co/ilk2HXm2SL",1
Here?s a roundup of my speeches in Tamil Nadu and Karnataka yesterday. Do watch. https://t.co/vrAcIxEK0u,1
"Dear Tamil sisters and brothers, 

Praying for a wonderful year ahead. https://t.co/NXZ3WkXsL0",1
Wishing the vibrant Odia community a Happy New Year! https://t.co/IFVWP5hKzM,1
Baisakhi greetings to you all! https://t.co/tQTOJPJ0aF,1
"Celebrating unity in diversity, celebrating the spirit of harmony and brotherhood!

Over the coming days, people ac? https://t.co/Cr8wfHIPmn",1
"Congress culture has:

Paralysed our economy. 

Weakened national security. 

Denied justice to many. https://t.co/Jq571NUUmI",1
Memorable Mangaluru moments... https://t.co/Z4XQ0wRuYL,1
Thank you Mangaluru for the love and affection today. https://t.co/zyvo6d10C3,1
Live from Namma Bengaluru. https://t.co/2uuFABJ78f,1
Congress never did justice to regional aspirations. Democratically elected Governments of MGR and in Kerala were di? https://t.co/FfBtqC8TXu,1
"When one works with motto of India First, a grand memorial for Dr. Kalam is built in Tamil Nadu. 

Congress works w? https://t.co/vZJfHFd1vN",1
The otherwise dishonest Congress mistakenly spoke the truth on one occasion. Hear more.. https://t.co/kHzwXDCukJ,1
"Political climate in Tamil Nadu clearly favours NDA. Have a look at pictures from Theni.

DMK-Congress are in big t? https://t.co/3RcTmGSgGq",1
Lively atmosphere at the rally in Mangaluru. Watch. https://t.co/QNfVlmB9JC,1
"LIVE: Congress President @RahulGandhi addresses public meeting in Kota, Rajasthan. #NyayforRajasthan https://t.co/RYniKh5wab",1
"RT @INCIndiaLive: LIVE: Press briefing by @NayakRagini, Spokesperson AICC. https://t.co/kunBwmX7Zd",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Ajmer, Rajasthan. #NyayforRajasthan https://t.co/SNZvHMMNGf",1
"RT @INCSandesh: INC COMMUNIQUE

Announcement of Congress candidates for the bye-elections to the Legislative Assembly of West Bengal. https?",1
Congress Central Election Committee announces the next list of candidates for the ensuing elections to the Lok Sabh? https://t.co/uOJhUKF3EI,1
"LIVE: Congress President @RahulGandhi addresses public meeting in Jalore, Rajasthan. #NyayforRajasthan https://t.co/ebEmgEtLFz",1
"RT @INCSandesh: INC COMMUNIQUE

Press release on the various chit fund scams and Congress party's measures to help the victims of the fraud?",1
We've crossed half a million followers on YouTube! Thank you to all our subscribers. Do subscribe to us if you have? https://t.co/u3GCETXdUm,1
After @ANI concocted a story about veterans denying writing a letter to President Kovind about politicisation of th? https://t.co/xtuCGJpoR1,1
"Modi, when questioned by: 
Pliable journalists
Celebrity friends 

#FekuModi https://t.co/v7zOX7BlSy",1
"Modi, when questioned by: 
Farmers
Youth
Unemployed
Women
Business-persons
Journalists 

#FekuModi https://t.co/Ph2YZ3wiQ1",1
"No one: 

Absolutely no one: 

Modi: 

#FekuModi https://t.co/XfW8H4DTdQ",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Unnao, Uttar Pradesh. #NyaySePragati https://t.co/yUVFdY1HAf",1
RT @INCIndiaLive: LIVE: Press briefing by @kcvenugopalmp and @rssurjewala. https://t.co/RUMUf1Yey4,1
"RT @INCSandesh: INC COMMUNIQUE

Announcement of Congress candidate for the ensuing bye-election to the Legislative Assembly of Goa from Pan?",1
Congress President @RahulGandhi will be in UP today to address three public rallies. Watch him live on our social m? https://t.co/dLZGcECngw,1
Congress President @RahulGandhi welcomes Shri Udit Raj into the Congress party. https://t.co/EZi9gygbyu,1
"The BJP has now given up all pretences of even trying to appear like a sane, secular, just, progressive party, and? https://t.co/Ys0Mv45Wuo",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Jabalpur, Madhya Pradesh. #MyVoteForCongress https://t.co/0X4uYRluRs",1
RT @INCIndiaLive: LIVE: Press briefing by former union minister @Jairam_Ramesh. https://t.co/Brevv3PoBH,1
Congress President @RahulGandhi will be shortly addressing two public meetings in Madhya Pradesh. Stay tuned to our? https://t.co/1NAC2zYhqJ,1
"RT @INCIndiaLive: LIVE: Press briefing by @DrAMSinghvi, MP, Rajya Sabha. https://t.co/5FW226c2Wz",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Dungarpur, Rajasthan. #MyVoteForCongress https://t.co/uYqRQwi1wA",1
"Congress President @RahulGandhi will be addressing a public meeting in Dungarpur, Rajasthan today. Stay tuned to ou? https://t.co/c9xoG1Kar3",1
"RT @RahulGandhi: Across India, millions of youngsters are stepping out to vote, many of them for the first time. In their hands lies the fu?",1
"Each &amp; everyone of us has the power to change the country, and it all starts with your one vote. Vote for the party? https://t.co/2UPXanR5tm",1
Congress Central Election Committee announces the candidate for the ensuing elections to the Lok Sabha from South D? https://t.co/EBQXgVukQ0,1
"The way petrol is provided to an engine, the Nyay scheme will ?jump-start? the entire economy. With this, the poor? https://t.co/ilbfD5qENl",1
Congress Central Election Committee announces three more candidates for the ensuing elections to the Lok Sabha from? https://t.co/978FJ9rE3z,1
".@iamsrk echoes what the Congress Party has been saying for many years now. India is one nation, made glorious by i? https://t.co/kCkVSA5QAW",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Raebareli, Uttar Pradesh. #AmethiKeDilMeinRahul https://t.co/fc6VNmFXJN",1
"Poor BJP, as things start to look dire for them, they're forced to return to their age old tricks - spread fake new? https://t.co/F8hnPEKTvP",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Amethi, Uttar Pradesh. #AmethiKeDilMeinRahul https://t.co/vmFAnojaNa",1
Congress President @RahulGandhi welcomes Shri Suresh Chandel into the Congress Party. https://t.co/EZFMOgrbPM,1
Congress Central Election Committee announces candidates for the ensuing elections to the Lok Sabha from NCT of Del? https://t.co/snCi59iXK9,1
"Congress President @RahulGandhi will be in UP today to visit his constituency, Amethi &amp; Rae Bareli. Watch him live? https://t.co/Tq1BcJvbge",1
Our thoughts &amp; prayers are with the families of those who lost their lives at this tragic incident and we wish the? https://t.co/6g4ZOiMPOV,1
Congress Central Election Committee announces five more candidates for the ensuing elections to the Lok Sabha from? https://t.co/K1feZDi0Gf,1
"""Thank you Congress party for putting out such a document that will be useful for future generations"", says Rajiv S? https://t.co/0qRRj6lfVt",1
Commodore (Retd) Anil Jaising shares his thoughts on General (retd) D S Hooda's National Security report &amp; the Cong? https://t.co/7qHO2YSG3R,1
"""I think it's an excellent strategy by the Congress party to get General Hooda &amp; formulate this excellent defence s? https://t.co/6L2S6QX1kT",1
The National Security report for Congress Manifesto by General Hooda when implemented will make India a stronger na? https://t.co/ODfeJkFDHC,1
For everybody asking about the much talked about General Hooda report on National Security for the Congress manifes? https://t.co/gHr1LJ03Nk,1
Panel discussion on National Security with General (retd) D S Hooda &amp; @PChidambaram_IN #GenHoodaNationalSecurity https://t.co/jx0rz348Im,1
General (retd) D S Hooda &amp; @PChidambaram_IN present National Security report. #GenHoodaNationalSecurity https://t.co/MKdVuYHngP,1
RT @RahulGandhi: I?m saddened &amp; disturbed by reports of multiple bomb blasts in #Colombo in which over 100 people have died &amp; more than 300?,1
Intelligence is a critical imperative for national security. Timely and actionable intelligence is important to sav? https://t.co/izTui9wUaO,1
"""Keeping in view the nature of future war fighting, there is a need to build up capabilities &amp; ensure adequate budg? https://t.co/wFlSVV5ojE",1
Lt. Gen D S Hooda had met CP @RahulGandhi to form a task force on national security and a report on the same was pr? https://t.co/JQlIKSHJTM,1
"RT @INCIndiaLive: LIVE: Press briefing by @PChidambaram_IN,  @Jairam_Ramesh and LT Gen DS Hooda. #GenHoodaNationalSecurity https://t.co/0I2?",1
We are deeply saddened by the terrible attacks on several churches in #SriLanka on the holy day of Easter. We stand? https://t.co/bDa0PuHh3C,1
"RT @RahulGandhi: My best wishes &amp; greetings to all Indians on the joyous occasion of Easter. 

#HappyEaster https://t.co/afQ2NyLnzB",1
"On #CivilServiceDay, we salute our civil servants, the steel frame of India, for their significant contribution and? https://t.co/2dwxRglRB2",1
We wish you all a very #HappyEaster https://t.co/z6XvJo7rIR,1
Congress Central Election Committee announces two more candidates for the ensuing elections to the Lok Sabha from P? https://t.co/iR3hD0IpAU,1
CP @RahulGandhi understands Hinduism with a great depth than those who claim to be its political custodians: Smt? https://t.co/KwLEcAS0jp,1
"For CP @RahulGandhi justice matters, truth matters and equality for everyone around him matters: Smt? https://t.co/uAwokOFQyv",1
Congress workers in Chhattisgarh are our strength. Their hardwork gave the Congress party a clean sweep in Chhattis? https://t.co/lIlvyJJbKE,1
"Under UPA govt, Rafale deal was given to HAL, which would've given employment to our youth. But Mr Modi stole the d? https://t.co/2p97DB4zOH",1
We asked different sections of Chhattisgarh's society and asked them what they expected from the government. They t? https://t.co/6yOBw4s6Ts,1
RT @capt_amarinder: Will be reaching out to you through Punjab's first #TwitterChaupal. You can tweet to me using #CaptainDiChaupal with yo?,1
"LIVE: Congress President @RahulGandhi addresses public meeting in Bhilai, Chhattisgarh. #CGbadlaDeshBadlo https://t.co/SXkTkAR0C8",1
Former PM Dr. Manmohan Singh makes a statement on the historic NYAY Scheme launched by Congress President? https://t.co/4ySawrvFgS,1
Smt. @priyankagandhi had a special meeting with seven-year-old Nathan in Wayanad earlier today. The young fan misse? https://t.co/3K3l6hJEFU,1
"Congress President @RahulGandhi
drew in huge crowds at his rally in Bihar today. 

#JanSankalpRally https://t.co/0BaoZUxYPd",1
"Is the rise of hate and the victory of Modi inter-connected?
Yes! Here is a history lesson.
It is only in the sludg? https://t.co/zHmbHXpCzW",1
"Join the fight to end the hate, spread the truth &amp; decide India's fate. 
This is a fight for India's future. 
#BhaktCharitra",1
"This is the modus operandi that Modi gives his blessings for- organized propagation of hate, spreading of fake news? https://t.co/FaOg4Kn4oJ",1
"RT @INCIndiaLive: LIVE: Press briefing by @sherryontopp, cabinet minister of Punjab. https://t.co/TxOqhjq5QG",1
Gagandeep Kang becomes the first Indian woman scientist to be elected to the eminent Royal Society in UK. We whole? https://t.co/EFcKOqgGgf,1
"RT @rajeevgowda: .@INCIndia will usher in GST 2.0, which will be easy to administer and comply with. We will:
??Introduce a single, moderat?",1
Congress President @RahulGandhi will be in Bihar today to address a public rally. Watch him live on our social medi? https://t.co/dIkIOgRgri,1
Like a medieval monarch Modi wants a moat around his public meeting ground to protect him from protesting farmers i? https://t.co/yB366qJ4iZ,1
We're deeply saddened by the news of the Howrah-New Delhi Poorva Express &amp; wish the injured a speedy recovery. Trai? https://t.co/CKWQyxck92,1
The love shown to Smt @priyankagandhi during her roadshow in Kanpur definitely proves that UP is awaiting change fr? https://t.co/VnYsVGF9ew,1
"Whenever we talk about helping the poor, Chowkidar asks ""Where is the money?"", but he doesn't ask the same when Ani? https://t.co/cQ0WEOkj7N",1
Our government in Karnataka waived off farm loans that benefited our farmers. But Mr. Modi blatantly lies and says? https://t.co/Mk1i7izaXv,1
