news,fakeness
Hello Karnataka! Campaigning in Bagalkot. Sharing my speech. https://t.co/RsnebfeXrI,1
Thank you for the affection Amreli! Here is my speech at the rally. https://t.co/c65jg4q5Qt,1
"Dear Citizens of India,

Phase 2 of the Lok Sabha polls start today. I am sure all those whose seats are polling to? https://t.co/MiDlKA0AZR",1
It is always a delight to be in Surendranagar. This is a land of bravery and is home to exceptionally talented citi? https://t.co/EABsYA5vhn,1
"Himmatnagar and Sabarkantha have an old relation with our party. When the Jana Sangh was still growing, this part o? https://t.co/6eI6lJ9rfG",1
NDA is committed to the welfare of the hardworking sugarcane farmers. https://t.co/hn8dMGhxGX,1
"A seasoned leader like Sharad Pawar Saheb is now abusing my family. 

Clearly, he has taken lessons from The Dynast? https://t.co/A4YZI8Oe4i",1
"The culture of Governance has changed over the last five years. 

Corruption and middlemen are history. 

Not surpr? https://t.co/ceKEyqDGYP",1
"Those sitting in AC rooms and predicting poll outcomes should come to Madha. 

It?s a clear wave for the BJP-Shiv S? https://t.co/bzThbSvQmT",1
"My third rally in Gujarat, this one from Anand. Great vibrancy here. Watch. https://t.co/x087qNSNyu",1
People of Surendranagar have always blessed BJP. Watch my speech. https://t.co/5LHlEbDNsl,1
Speaking at a rally in Himmatnagar in Gujarat. Watch. https://t.co/YFXiihU4xG,1
We stand in solidarity with all those affected due to unseasonal rainfall and storms in various parts of the countr? https://t.co/ZzltYbInnr,1
"Campaigning in Madha, Maharashtra. Watch my speech. https://t.co/6CBEIwrrLs",1
"RT @PMOIndia: An ex- gratia of Rs 2 lakh each for the next of kin of those who lost their lives due to unseasonal rain &amp; storms in MP, Raja?",1
"RT @PMOIndia: PM @narendramodi has expressed grief at the loss of lives due to unseasonal rains and storms in MP, Rajasthan, Manipur &amp; vari?",1
Anguished by the loss of lives due to unseasonal rains and storms in various parts of Gujarat. My thoughts are with? https://t.co/P8SHaRrU3C,1
Greetings on the auspicious occasion of Mahavir Jayanti. Bhagwan Mahavir is a shining beacon of a tradition whose e? https://t.co/WDSyzSrhfh,1
"Congress lacked guts to retaliate when a terror attack took place so they invented a bogey of Hindu Terror! 

A tra? https://t.co/ZExEK8rJEX",1
"At the grand rally in Bhubaneswar, talked about BJP?s vision for Odisha in agriculture, water resources and infrast? https://t.co/UsUrRmoWWK",1
"I thank my sisters and brothers of Bhubaneswar who joined the roadshow in large numbers. 

The enthusiasm is reflec? https://t.co/aDEtDrHxNB",1
"After a huge roadshow, addressing a massive rally in Bhubaneswar. Watch. https://t.co/WIckN2rgld",1
"Campaigned in Korba and Bhatapara, Chhattisgarh. 

Ever since Congress came to power in the state, Maoists are gett? https://t.co/PBRVjpBY5O",1
Another rally in Chhattisgarh. Watch from Bhatapara. https://t.co/JG1c2wobBx,1
Congress has disappointed Chhattisgarh. The state will bless BJP again this time. Watch from Korba. https://t.co/b4MFIUVL1A,1
"Spoke to @NewIndianXpress on Corruption-Free Governance, our prospects in upcoming elections, our vision for the fu? https://t.co/n7IUnGM1xT",1
"Like the rest of Odisha, BJP is gaining momentum in Sambalpur. Watch my speech. https://t.co/TV7OtGCUKk",1
Watch my interview to @DDNewsLive &amp; @rajyasabhatv on a wide range of issues. https://t.co/psCu7BlUsr,1
"Thank you @iKabirBedi for the unequivocal support! 

Your wishes give me great strength. 

I assure you I would wor? https://t.co/GxvlatuykA",1
"Thank you @imjadeja! 

And, congratulations on being selected for the Indian cricket team for the 2019 World Cup. M? https://t.co/HVKhVWfz5P",1
"I like the passion with which you urge people to vote. Such energy strengthens our democratic traditions. 

Whateve? https://t.co/vLzXcTsWdy",1
"Do watch my interview with @DDNewsLive and @rajyasabhatv at 9 PM tonight. 

Have spoken on a wide range of issues c? https://t.co/qzpKkdih8B",1
Best wishes on Vishu! Have a wonderful year ahead. https://t.co/Vb8lzGlXUO,1
Greetings on Bohag Bihu! May this special day further the spirit of happiness in our society. https://t.co/SUZuTYhOri,1
"Shubho Nabo Barsho! 

I pray that the year ahead is filled with joy. 

May everyone be blessed with good health. https://t.co/w1kUtX1WPS",1
"Pictures from the Aligarh rally earlier today. 

It is BJP all the way! https://t.co/F6n7941kIp",1
"I want to clearly tell JKNC and PDP leaders:

Jammu and Kashmir is tired of your self-seeking politics. 

Kashmir i? https://t.co/3ZEFmYGmwS",1
"Such is the pressure of The Dynasty that every Congress leader succumbs. 

Otherwise, what else explains Captain Am? https://t.co/E96frP2x8Q",1
"Kathua?s mood is clear - BJP is seen as the only party that can bring development and ensure security. 

People in? https://t.co/2y3k8OS2rX",1
"A grateful nation salutes the architect of our Constitution, a stalwart whose struggles inspire countless youngster? https://t.co/JhJI85Wa1O",1
Campaigning in UP continues. Speaking in Moradabad. Watch. https://t.co/U9ngBq7rms,1
Thank you Aligarh for showing such strong support. Addressing a rally. Watch. https://t.co/EWOy200fUZ,1
Only BJP can effectively serve Jammu and Kashmir. Watch from Kathua. https://t.co/ZnEfGjmnQm,1
"Another day, another set of rallies and the great opportunity of interacting with my fellow Indians...

Will join r? https://t.co/ilk2HXm2SL",1
Here?s a roundup of my speeches in Tamil Nadu and Karnataka yesterday. Do watch. https://t.co/vrAcIxEK0u,1
"Dear Tamil sisters and brothers, 

Praying for a wonderful year ahead. https://t.co/NXZ3WkXsL0",1
Wishing the vibrant Odia community a Happy New Year! https://t.co/IFVWP5hKzM,1
Baisakhi greetings to you all! https://t.co/tQTOJPJ0aF,1
"Celebrating unity in diversity, celebrating the spirit of harmony and brotherhood!

Over the coming days, people ac? https://t.co/Cr8wfHIPmn",1
"Congress culture has:

Paralysed our economy. 

Weakened national security. 

Denied justice to many. https://t.co/Jq571NUUmI",1
Memorable Mangaluru moments... https://t.co/Z4XQ0wRuYL,1
Thank you Mangaluru for the love and affection today. https://t.co/zyvo6d10C3,1
Live from Namma Bengaluru. https://t.co/2uuFABJ78f,1
Congress never did justice to regional aspirations. Democratically elected Governments of MGR and in Kerala were di? https://t.co/FfBtqC8TXu,1
"When one works with motto of India First, a grand memorial for Dr. Kalam is built in Tamil Nadu. 

Congress works w? https://t.co/vZJfHFd1vN",1
The otherwise dishonest Congress mistakenly spoke the truth on one occasion. Hear more.. https://t.co/kHzwXDCukJ,1
"Political climate in Tamil Nadu clearly favours NDA. Have a look at pictures from Theni.

DMK-Congress are in big t? https://t.co/3RcTmGSgGq",1
Lively atmosphere at the rally in Mangaluru. Watch. https://t.co/QNfVlmB9JC,1
LIVE from Ramanathapuram in Tamil Nadu. https://t.co/sRSG88ya8j,1
"Speaking at a massive NDA rally in Theni, Tamil Nadu. Watch. https://t.co/dSZb85csC6",1
"Today?s rallies will take place in Tamil Nadu and Karnataka. 

I invite you all to join the rallies in Theni, Raman? https://t.co/D4eBtjMToK",1
"Yesterday?s campaign took me to states on the coast of the Arabian Sea. 

The rallies in Maharashtra, Karnataka and? https://t.co/WFn9acdxYL",1
"Today, when we observe 100 years of the horrific Jallianwala Bagh massacre, India pays tributes to all those martyr? https://t.co/6Y3o6co4rV",1
"Left, Congress, fake liberals, fake NGOs, fake civil society groups, Urban Naxals and ?Tukde Tukde gang? desperatel? https://t.co/1ExFsZeWlb",1
"At a packed rally in Kozhikode, spoke about NDA?s vision for the nation and for Kerala?s development. 
Talked about? https://t.co/9EoJBVnwt9",1
"What to say of Congress and JD(S), who mark programmes of Sultans with pomp and show but will never showcase Hampi? https://t.co/IC9BieQ72x",1
2019 Lok Sabha polls are a contest between those who believe in Nation First and those dynasts who put their Family? https://t.co/wuPAUHdACT,1
"Congress and JD(S) would not like the sights from Gangavathi?it is BJP all the way!

Before every election either D? https://t.co/LAec4J4zuK",1
"BJP-Shiv Sena-RPI (A) victory in Ahmednagar will be even bigger this time! 

There is no expectation from Congress? https://t.co/XPieYp3Zsh",1
Great vibrancy in Kozhikode. Thankful to all those who?ve come to the rally to bless us. Watch. https://t.co/j82ubu8vUc,1
"President Putin remains a source of great strength for the India-Russia friendship. 

Under his visionary leadershi? https://t.co/NVSv9Tn4v6",1
"Honoured to receive this prestigious award. I thank President Putin and the people of Russia.

Foundations of India? https://t.co/G6SYipgl6N",1
Happy to be in Karnataka again. Speaking in Gangavathi. Watch. https://t.co/nhBJcOnMom,1
Maharashtra supports development agenda of NDA. Speaking in Ahmednagar. https://t.co/gZbc1mxsGo,1
"From the banks of the Ganga to the land of the Brahmaputra and Barak.  

Had wonderful campaign rallies in Bhagalpu? https://t.co/HFGJo6UvWq",1
"Today?s campaigns will be in Maharashtra, Karnataka and Kerala. 

Inviting the people of Ahmednagar, Gangavathi and? https://t.co/0xsU8yj1jA",1
"Birthday greetings to Lok Sabha Speaker, Sumitra Mahajan Ji. As one of India?s senior most political leaders and pa? https://t.co/vRctpkSHu4",1
"Congress seems to dislike all Chaiwallahs and anything to do with the tea industry, which explains their injustice? https://t.co/jnspgjKADL",1
"Creating problems and leaving them unsolved is typical Congress culture. 

Assam has suffered greatly due to it. https://t.co/Z71mNyR7lw",1
"Have a look at these photos from Assam. 

Touched by the response in Mangaldoi and Silchar! @BJP4Assam https://t.co/jF3gsnJRY1",1
Congress' votebank politics fail in Barak Valley. Assam is with BJP. Watch from Silchar. https://t.co/mFeuartwto,1
"In Bihar, it?s NDA all the way! 

Grateful to my sisters and brothers of Bhagalpur for joining in large numbers. https://t.co/4835v5K1JE",1
"Addressing a huge rally in Mangaldai, Assam. Watch. https://t.co/32VpFnnOzj",1
Development agenda of NDA strikes a chord with Bihar. Watch from Bhagalpur. https://t.co/asmP07ULXb,1
"Addressed mega rallies in Gujarat and Goa yesterday.

NDA's aim is - development, more development and all-round de? https://t.co/GtnPqxX7o2",1
"This morning, will campaign for NDA at a rally in Bhagalpur, Bihar. 

Later in the day, will be in Assam where I wi? https://t.co/HJWm7yik5Q",1
"2019 Lok Sabha elections commence today.

I call upon all those whose constituencies are voting in the first phase? https://t.co/j9kzublJii",1
"The Congress has never cared for the poor and now, the middle class is also on their target.

No wonder the Congres? https://t.co/I8fDFGhAo8",1
"Michel Mama is singing but his words won't be music to The Dynasty's ears.

India knows who AP and FAM are.

India? https://t.co/nBMV6GrHRJ",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Dungarpur, Rajasthan. #MyVoteForCongress https://t.co/uYqRQwi1wA",1
"Congress President @RahulGandhi will be addressing a public meeting in Dungarpur, Rajasthan today. Stay tuned to ou? https://t.co/c9xoG1Kar3",1
"RT @RahulGandhi: Across India, millions of youngsters are stepping out to vote, many of them for the first time. In their hands lies the fu?",1
"Each &amp; everyone of us has the power to change the country, and it all starts with your one vote. Vote for the party? https://t.co/2UPXanR5tm",1
Congress Central Election Committee announces the candidate for the ensuing elections to the Lok Sabha from South D? https://t.co/EBQXgVukQ0,1
"The way petrol is provided to an engine, the Nyay scheme will ?jump-start? the entire economy. With this, the poor? https://t.co/ilbfD5qENl",1
Congress Central Election Committee announces three more candidates for the ensuing elections to the Lok Sabha from? https://t.co/978FJ9rE3z,1
".@iamsrk echoes what the Congress Party has been saying for many years now. India is one nation, made glorious by i? https://t.co/kCkVSA5QAW",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Raebareli, Uttar Pradesh. #AmethiKeDilMeinRahul https://t.co/fc6VNmFXJN",1
"Poor BJP, as things start to look dire for them, they're forced to return to their age old tricks - spread fake new? https://t.co/F8hnPEKTvP",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Amethi, Uttar Pradesh. #AmethiKeDilMeinRahul https://t.co/vmFAnojaNa",1
Congress President @RahulGandhi welcomes Shri Suresh Chandel into the Congress Party. https://t.co/EZFMOgrbPM,1
Congress Central Election Committee announces candidates for the ensuing elections to the Lok Sabha from NCT of Del? https://t.co/snCi59iXK9,1
"Congress President @RahulGandhi will be in UP today to visit his constituency, Amethi &amp; Rae Bareli. Watch him live? https://t.co/Tq1BcJvbge",1
Our thoughts &amp; prayers are with the families of those who lost their lives at this tragic incident and we wish the? https://t.co/6g4ZOiMPOV,1
Congress Central Election Committee announces five more candidates for the ensuing elections to the Lok Sabha from? https://t.co/K1feZDi0Gf,1
"""Thank you Congress party for putting out such a document that will be useful for future generations"", says Rajiv S? https://t.co/0qRRj6lfVt",1
Commodore (Retd) Anil Jaising shares his thoughts on General (retd) D S Hooda's National Security report &amp; the Cong? https://t.co/7qHO2YSG3R,1
"""I think it's an excellent strategy by the Congress party to get General Hooda &amp; formulate this excellent defence s? https://t.co/6L2S6QX1kT",1
The National Security report for Congress Manifesto by General Hooda when implemented will make India a stronger na? https://t.co/ODfeJkFDHC,1
For everybody asking about the much talked about General Hooda report on National Security for the Congress manifes? https://t.co/gHr1LJ03Nk,1
Panel discussion on National Security with General (retd) D S Hooda &amp; @PChidambaram_IN #GenHoodaNationalSecurity https://t.co/jx0rz348Im,1
General (retd) D S Hooda &amp; @PChidambaram_IN present National Security report. #GenHoodaNationalSecurity https://t.co/MKdVuYHngP,1
RT @RahulGandhi: I?m saddened &amp; disturbed by reports of multiple bomb blasts in #Colombo in which over 100 people have died &amp; more than 300?,1
Intelligence is a critical imperative for national security. Timely and actionable intelligence is important to sav? https://t.co/izTui9wUaO,1
"""Keeping in view the nature of future war fighting, there is a need to build up capabilities &amp; ensure adequate budg? https://t.co/wFlSVV5ojE",1
Lt. Gen D S Hooda had met CP @RahulGandhi to form a task force on national security and a report on the same was pr? https://t.co/JQlIKSHJTM,1
"RT @INCIndiaLive: LIVE: Press briefing by @PChidambaram_IN,  @Jairam_Ramesh and LT Gen DS Hooda. #GenHoodaNationalSecurity https://t.co/0I2?",1
We are deeply saddened by the terrible attacks on several churches in #SriLanka on the holy day of Easter. We stand? https://t.co/bDa0PuHh3C,1
"RT @RahulGandhi: My best wishes &amp; greetings to all Indians on the joyous occasion of Easter. 

#HappyEaster https://t.co/afQ2NyLnzB",1
"On #CivilServiceDay, we salute our civil servants, the steel frame of India, for their significant contribution and? https://t.co/2dwxRglRB2",1
We wish you all a very #HappyEaster https://t.co/z6XvJo7rIR,1
Congress Central Election Committee announces two more candidates for the ensuing elections to the Lok Sabha from P? https://t.co/iR3hD0IpAU,1
CP @RahulGandhi understands Hinduism with a great depth than those who claim to be its political custodians: Smt? https://t.co/KwLEcAS0jp,1
"For CP @RahulGandhi justice matters, truth matters and equality for everyone around him matters: Smt? https://t.co/uAwokOFQyv",1
Congress workers in Chhattisgarh are our strength. Their hardwork gave the Congress party a clean sweep in Chhattis? https://t.co/lIlvyJJbKE,1
"Under UPA govt, Rafale deal was given to HAL, which would've given employment to our youth. But Mr Modi stole the d? https://t.co/2p97DB4zOH",1
We asked different sections of Chhattisgarh's society and asked them what they expected from the government. They t? https://t.co/6yOBw4s6Ts,1
RT @capt_amarinder: Will be reaching out to you through Punjab's first #TwitterChaupal. You can tweet to me using #CaptainDiChaupal with yo?,1
"LIVE: Congress President @RahulGandhi addresses public meeting in Bhilai, Chhattisgarh. #CGbadlaDeshBadlo https://t.co/SXkTkAR0C8",1
Former PM Dr. Manmohan Singh makes a statement on the historic NYAY Scheme launched by Congress President? https://t.co/4ySawrvFgS,1
Smt. @priyankagandhi had a special meeting with seven-year-old Nathan in Wayanad earlier today. The young fan misse? https://t.co/3K3l6hJEFU,1
"Congress President @RahulGandhi
drew in huge crowds at his rally in Bihar today. 

#JanSankalpRally https://t.co/0BaoZUxYPd",1
"Is the rise of hate and the victory of Modi inter-connected?
Yes! Here is a history lesson.
It is only in the sludg? https://t.co/zHmbHXpCzW",1
"Join the fight to end the hate, spread the truth &amp; decide India's fate. 
This is a fight for India's future. 
#BhaktCharitra",1
"This is the modus operandi that Modi gives his blessings for- organized propagation of hate, spreading of fake news? https://t.co/FaOg4Kn4oJ",1
"RT @INCIndiaLive: LIVE: Press briefing by @sherryontopp, cabinet minister of Punjab. https://t.co/TxOqhjq5QG",1
Gagandeep Kang becomes the first Indian woman scientist to be elected to the eminent Royal Society in UK. We whole? https://t.co/EFcKOqgGgf,1
"RT @rajeevgowda: .@INCIndia will usher in GST 2.0, which will be easy to administer and comply with. We will:
??Introduce a single, moderat?",1
Congress President @RahulGandhi will be in Bihar today to address a public rally. Watch him live on our social medi? https://t.co/dIkIOgRgri,1
Like a medieval monarch Modi wants a moat around his public meeting ground to protect him from protesting farmers i? https://t.co/yB366qJ4iZ,1
We're deeply saddened by the news of the Howrah-New Delhi Poorva Express &amp; wish the injured a speedy recovery. Trai? https://t.co/CKWQyxck92,1
The love shown to Smt @priyankagandhi during her roadshow in Kanpur definitely proves that UP is awaiting change fr? https://t.co/VnYsVGF9ew,1
"Whenever we talk about helping the poor, Chowkidar asks ""Where is the money?"", but he doesn't ask the same when Ani? https://t.co/cQ0WEOkj7N",1
Our government in Karnataka waived off farm loans that benefited our farmers. But Mr. Modi blatantly lies and says? https://t.co/Mk1i7izaXv,1
"LIVE: Congress President @RahulGandhi addresses public meeting in Chikodi, Karnataka. #NYAYforKarnataka https://t.co/saJ8sl0A3N",1
RT @RahulGandhi: Hemant Karkare gave his life protecting India. He must be treated with respect.,1
"A few days left before we finalise our winner for the #NYAYForIndia Logo contest, so make sure you've picked your f? https://t.co/K19iENjucG",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Raichur, Karnataka. #NYAYforKarnataka https://t.co/DUGfWW0ehJ",1
"RT @IPS_Association: Ashok Chakra awardee late Sri Hemant Karkare, IPS made the supreme sacrifice fighting terrorists. Those of us in unifo?",1
We demand nyay for farmers. We have promised in our manifesto to decriminalise non-payment of debts by farmers. Let? https://t.co/qHGAnyQZuJ,1
"RT @INCIndiaLive: LIVE: Press briefing by @rssurjewala, I/C, AICC Communications. https://t.co/jIjWHZkje2",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Tapi, Gujarat. #IndiaMaangeNyay https://t.co/OmSp1VYTaK",1
"Our intention is to empower every poor family in India 

#IndiaMaangeNyay https://t.co/X5TS1nN2o7",1
Money for the NYAY is not going to come from the middle-class of the country. It is going to come from the pockets? https://t.co/bvU2JqLa3q,1
"RT @RahulGandhi: Peace be with each &amp; every one of you, this Good Friday. https://t.co/yIJxRBAqr3",1
On #GoodFriday we honour the sacrifice of Lord Jesus Christ. On this holy day we must strive to emulate his teachin? https://t.co/bMB6VKKwD4,1
Congress President @RahulGandhi will be in Gujarat today to address a public rally. Watch him live on our social me? https://t.co/qxtAj5Uwd4,1
RT @INCTripura: We condemn the attack on Pragya Deb Burman by miscreants. Democracy cannot thrive in a violent environment and we urge the?,1
"RT @RahulGandhi: My interview, given to Sandeep Phukan of The Hindu, appeared today. We talked about a wide range of subjects, including th?",1
"LIVE: Congress President @RahulGandhi addresses public meeting in Bhuj, Gujarat. #VoteNyayVoteCongress https://t.co/WPYNcxSXpH",1
The issues of fisherfolk are unique. They had requested for a separate ministry. We included this request in our ma? https://t.co/onqgHmzqUX,1
"LIVE: Congress President Rahul Gandhi addresses public meeting in Junagadh, Gujarat. #VoteNyayVoteCongress https://t.co/InJX2JiQr5",1
"RT @INCSandesh: INC COMMUNIQUE

Appointment of Chief Organiser for Madhya Pradesh Congress Sevadal. https://t.co/hdZ3cS9eSv",1
"RT @INCSandesh: INC COMMUNIQUE

Appointment of State Chairperson for Punjab State Kisan Congress. https://t.co/Fwcg6GP8gt",1
"RT @INCSandesh: INC COMMUNIQUE

Appointment of General Secretary for Punjab PCC. https://t.co/hB4SO5fACM",1
"Congress President @RahulGandhi will be in Gujarat today to address two public meetings. Watch him live: 

FB:? https://t.co/sgVsV3wZ1N",1
